empleado_id,nombre,tienda_id,rol,tipo_contrato,salario_diario_mxn,antiguedad_meses,disponibilidad
E00104,Carlos Medina,T002,piso_reposicion,completo,212.12,1,completa
E00105,Guadalupe Díaz,T002,perecederos,completo,291.89,52,completa
E00106,Fernando Contreras,T002,cajas,completo,262.57,100,parcial_manana
E00107,Luis Álvarez,T002,almacen,completo,208.66,85,parcial_manana
E00108,Ana Jiménez,T002,piso_reposicion,completo,214.59,103,completa
E00109,Daniela Luna,T002,cajas,completo,231.01,50,completa
E00110,Francisco Gutiérrez,T002,almacen,completo,249.0,45,completa
E00111,Claudia Pérez,T002,perecederos,completo,262.1,85,completa
E00112,María Martínez,T002,cajas,completo,267.04,18,completa
E00113,Sofía Luna,T002,perecederos,completo,274.55,28,completa
E00114,Antonio Contreras,T002,cajas,completo,254.34,72,completa
E00115,Rubén Castro,T002,almacen,completo,207.26,80,completa
E00116,Mónica González,T002,almacen,completo,247.3,14,parcial_tarde
E00117,Mario Gómez,T002,piso_reposicion,completo,225.07,61,completa
E00118,Daniela Martínez,T002,piso_reposicion,completo,238.9,44,parcial_tarde
E00119,Antonio López,T002,cajas,completo,261.99,60,completa
E00120,Diana Flores,T002,piso_reposicion,completo,242.46,115,completa
E00121,Mario Castillo,T002,cajas,completo,276.44,9,completa
E00122,Cecilia López,T002,piso_reposicion,completo,217.42,120,completa
E00123,Rubén Silva,T002,cajas,completo,250.5,54,completa
E00124,Lucía Chávez,T002,cajas,completo,244.24,93,parcial_manana
E00125,Alejandra Rivera,T002,perecederos,completo,263.19,51,completa
E00126,Claudia Jiménez,T002,perecederos,completo,238.35,37,completa
E00127,Silvia Álvarez,T002,almacen,completo,206.7,93,completa
E00128,Ricardo Díaz,T002,perecederos,completo,249.47,83,completa
E00129,Daniela Martínez,T002,cajas,completo,238.28,17,completa
E00130,Mario López,T002,perecederos,completo,259.95,85,completa
E00131,Andrea Guerrero,T002,almacen,completo,230.55,91,completa
E00132,Patricia González,T002,perecederos,completo,274.42,46,completa
E00133,Sergio Aguilar,T002,piso_reposicion,completo,230.59,112,parcial_tarde
E00134,Alejandro Morales,T002,cajas,completo,244.53,77,completa
E00135,Mario Álvarez,T002,cajas,completo,233.06,40,completa
E00136,Brenda López,T002,cajas,completo,255.3,1,completa
E00137,Sofía Rojas,T002,piso_reposicion,completo,225.85,81,completa
E00138,Javier Herrera,T002,perecederos,completo,232.52,25,completa
E00139,Silvia Gutiérrez,T002,perecederos,completo,259.29,91,parcial_manana
E00140,Lucía Torres,T002,piso_reposicion,completo,233.71,63,completa
E00141,Francisco Silva,T002,almacen,completo,211.28,56,completa
E00142,Adriana Díaz,T002,cajas,completo,254.35,19,completa
E00143,Raúl Ramos,T002,cajas,completo,253.95,86,completa
E00144,Arturo Morales,T002,piso_reposicion,completo,245.1,20,completa
E00145,José Flores,T002,piso_reposicion,completo,242.4,50,parcial_manana
E00146,Ricardo Ortiz,T002,perecederos,completo,275.67,101,completa
E00147,Víctor Sánchez,T002,piso_reposicion,completo,225.81,111,completa
E00148,Jorge García,T002,piso_reposicion,completo,249.37,119,parcial_manana
E00149,Ricardo Gómez,T002,piso_reposicion,completo,237.46,115,completa
E00150,Alejandro González,T002,piso_reposicion,completo,231.57,67,parcial_tarde
E00151,Miguel Ortiz,T002,perecederos,completo,273.82,24,completa
E00152,Laura Guerrero,T002,cajas,completo,241.64,101,completa
E00153,Daniela Sánchez,T002,almacen,completo,225.64,96,completa
E00154,Itzel García,T002,piso_reposicion,completo,246.84,119,completa
E00155,María González,T002,cajas,completo,273.18,78,parcial_tarde
E00156,Ricardo Jiménez,T002,cajas,completo,275.26,17,completa
E00157,Ana Rivera,T002,piso_reposicion,completo,235.18,60,completa
E00158,Sergio Ramos,T002,piso_reposicion,completo,236.01,54,completa
E00159,Jorge Martínez,T002,piso_reposicion,completo,249.99,101,completa
E00160,Karla Reyes,T002,cajas,completo,238.87,47,completa
E00161,Alejandra Ramos,T003,piso_reposicion,completo,246.26,20,completa
E00162,Verónica Gutiérrez,T003,almacen,completo,235.4,42,completa
E00163,Antonio Aguilar,T003,cajas,completo,264.31,73,completa
E00164,Jorge Juárez,T003,perecederos,completo,252.2,69,completa
E00165,Carlos Reyes,T003,cajas,completo,273.4,70,completa
E00166,Fernanda Juárez,T003,cajas,completo,255.63,46,completa
E00167,Luis Flores,T003,almacen,completo,206.3,49,parcial_manana
E00168,Alejandro Ortiz,T003,piso_reposicion,completo,217.19,1,completa
E00169,Gabriela Núñez,T003,cajas,completo,261.59,72,parcial_tarde
E00170,Carlos Contreras,T003,piso_reposicion,completo,218.65,69,completa
E00171,Arturo Núñez,T003,piso_reposicion,completo,235.36,113,completa
E00172,Eduardo Díaz,T003,almacen,completo,249.59,61,completa
E00173,Gabriela Delgado,T003,piso_reposicion,completo,210.2,56,completa
E00174,Sofía Luna,T003,cajas,completo,220.99,8,completa
E00175,María Silva,T003,piso_reposicion,completo,259.65,23,completa
E00176,Mario García,T003,cajas,completo,255.08,40,parcial_manana
E00177,Alejandro Castro,T003,almacen,completo,206.35,45,completa
E00178,Ángel Silva,T003,cajas,completo,273.84,43,completa
E00179,Rosa Ruiz,T003,cajas,completo,272.82,47,completa
E00180,Miguel Flores,T003,almacen,completo,226.81,93,completa
E00181,Ramón Ruiz,T003,piso_reposicion,completo,241.09,15,completa
E00182,Salvador González,T003,cajas,completo,236.39,40,completa
E00183,Itzel Ramos,T003,perecederos,completo,233.54,19,parcial_tarde
E00184,Lucía Aguilar,T003,piso_reposicion,completo,239.73,37,completa
E00185,Jorge Chávez,T003,cajas,completo,237.69,82,completa
E00186,Brenda Herrera,T003,piso_reposicion,completo,243.18,5,completa
E00187,Gabriela Flores,T003,piso_reposicion,completo,251.81,41,completa
E00188,Miguel Mendoza,T003,cajas,completo,221.09,2,parcial_tarde
E00189,Carlos Aguilar,T003,cajas,completo,255.74,115,completa
E00190,Itzel Aguilar,T003,perecederos,completo,246.19,87,completa
E00191,Elena Gómez,T003,piso_reposicion,completo,253.69,29,completa
E00192,Ramón Díaz,T003,piso_reposicion,completo,222.68,23,completa
E00193,Carlos Rivera,T003,perecederos,completo,272.75,11,completa
E00194,Ricardo Chávez,T003,almacen,completo,227.68,57,completa
E00195,Ricardo Romero,T003,cajas,completo,243.77,91,completa
E00196,Ricardo Cruz,T003,perecederos,completo,277.43,70,completa
E00197,Gabriela Ortiz,T003,piso_reposicion,completo,246.29,106,parcial_manana
E00198,Brenda Gómez,T003,cajas,completo,254.02,41,completa
E00199,Brenda Torres,T003,piso_reposicion,completo,247.92,33,completa
E00200,Lucía Medina,T003,cajas,completo,279.01,57,completa
E00201,Francisco Juárez,T003,perecederos,completo,259.35,24,parcial_manana
E00202,Rubén Gómez,T003,cajas,completo,250.87,118,completa
E00203,Claudia Guerrero,T003,perecederos,completo,230.87,22,completa
E00204,Claudia Castillo,T003,cajas,completo,267.76,57,completa
E00205,Paola Sánchez,T003,almacen,completo,226.01,63,completa
E00206,Ramón Cruz,T003,perecederos,completo,258.56,6,completa
E00207,Cecilia García,T003,cajas,completo,225.64,56,completa
E00208,Adriana Martínez,T003,piso_reposicion,completo,254.48,55,completa
E00209,Raúl Reyes,T003,piso_reposicion,completo,229.75,31,parcial_tarde
E00210,Lucía Chávez,T003,almacen,completo,234.13,15,completa
E00211,Jorge Álvarez,T003,piso_reposicion,completo,217.47,5,completa
E00212,Sofía Pérez,T003,cajas,completo,277.69,1,completa
E00213,Mónica Delgado,T003,perecederos,completo,242.49,58,completa
E00214,Ana Flores,T003,cajas,completo,231.97,10,completa
E00215,Alejandro Pérez,T003,piso_reposicion,completo,252.95,116,completa
E00216,Paola Herrera,T003,piso_reposicion,completo,255.63,29,parcial_manana
E00217,Rubén Ruiz,T003,piso_reposicion,completo,220.61,78,completa
E00218,Alejandra Mendoza,T003,piso_reposicion,completo,233.49,81,completa
E00219,Andrea González,T003,piso_reposicion,completo,246.67,59,completa
E00220,Antonio González,T003,perecederos,completo,291.49,106,completa
E00221,Óscar Morales,T003,almacen,completo,218.95,13,completa
E00222,Claudia Chávez,T003,cajas,completo,251.02,28,completa
E00223,José Silva,T003,piso_reposicion,completo,247.09,30,parcial_tarde
E00224,Javier Gómez,T003,cajas,completo,263.87,16,completa
E00225,Roberto Ramírez,T003,perecederos,completo,284.81,35,parcial_manana
E00226,Paola Luna,T003,cajas,completo,254.2,37,completa
E00227,Itzel Sánchez,T003,piso_reposicion,completo,215.23,92,completa
E00228,Rubén Martínez,T003,piso_reposicion,completo,255.2,36,completa
E00229,Raúl Ortiz,T003,cajas,completo,271.93,106,parcial_manana
E00230,Fernando Ortiz,T003,piso_reposicion,completo,249.9,93,completa
E00231,Antonio Mendoza,T003,cajas,completo,225.99,109,completa
E00232,Miguel Rojas,T003,perecederos,completo,244.31,12,completa
E00233,Salvador Luna,T003,piso_reposicion,completo,247.18,119,completa
E00234,Víctor Gómez,T003,piso_reposicion,completo,211.16,74,completa
E00235,Víctor Silva,T003,almacen,completo,248.96,118,completa
E00236,Alejandro Aguilar,T003,perecederos,completo,256.4,42,parcial_manana
E00237,Alejandro López,T003,perecederos,completo,280.35,115,completa
E00238,Víctor Luna,T003,almacen,completo,244.38,71,completa
E00239,Claudia Pérez,T003,almacen,completo,219.73,8,completa
E00240,Paola Romero,T003,cajas,completo,239.15,49,completa
E00241,Raúl Medina,T004,perecederos,completo,248.02,6,completa
E00242,Víctor Guerrero,T004,perecederos,completo,282.66,13,parcial_tarde
E00243,Fernando Mendoza,T004,piso_reposicion,completo,235.21,55,parcial_manana
E00244,Cecilia Luna,T004,piso_reposicion,completo,247.51,74,parcial_manana
E00245,Mónica Pérez,T004,perecederos,completo,262.53,49,completa
E00246,Carlos Reyes,T004,almacen,completo,218.4,14,completa
E00247,Salvador González,T004,cajas,completo,233.15,24,parcial_manana
E00248,Karla Hernández,T004,piso_reposicion,completo,220.42,103,completa
E00249,Sofía Chávez,T004,almacen,completo,237.57,116,completa
E00250,Claudia Flores,T004,perecederos,completo,238.32,91,completa
E00251,Andrea Ortiz,T004,piso_reposicion,completo,214.3,12,completa
E00252,Claudia Gutiérrez,T004,piso_reposicion,completo,218.81,99,completa
E00253,Rubén Mendoza,T004,cajas,completo,230.52,83,parcial_tarde
E00254,Mario Luna,T004,perecederos,completo,287.62,63,completa
E00255,Francisco Delgado,T004,piso_reposicion,completo,229.93,17,completa
E00256,Rubén Morales,T004,piso_reposicion,completo,259.52,120,completa
E00257,Diana Reyes,T004,piso_reposicion,completo,216.86,53,completa
E00258,Paola Ruiz,T004,piso_reposicion,completo,242.68,5,completa
E00259,Ramón González,T004,piso_reposicion,completo,232.44,25,completa
E00260,Manuel Vázquez,T004,cajas,completo,243.58,48,completa
E00261,Antonio Ortiz,T004,perecederos,completo,291.26,7,completa
E00262,Antonio Ramírez,T004,perecederos,completo,298.29,39,completa
E00263,Itzel Mendoza,T004,perecederos,completo,291.1,56,parcial_tarde
E00264,Andrea Díaz,T004,piso_reposicion,completo,219.62,114,completa
E00265,Elena Ramírez,T004,perecederos,completo,245.46,10,completa
E00266,Fernando Medina,T004,almacen,completo,232.8,69,completa
E00267,Rosa Sánchez,T004,cajas,completo,237.35,110,completa
E00268,Andrea Medina,T004,piso_reposicion,completo,246.74,97,completa
E00269,Guadalupe Sánchez,T004,almacen,completo,228.32,111,completa
E00270,Luis Gutiérrez,T004,perecederos,completo,268.56,20,completa
E00271,Eduardo Juárez,T004,cajas,completo,269.71,96,completa
E00272,Ana Flores,T004,perecederos,completo,279.74,118,completa
E00273,Sergio Ruiz,T004,cajas,completo,221.59,39,completa
E00274,Ramón Vargas,T004,almacen,completo,202.47,60,completa
E00275,Eduardo Núñez,T004,almacen,completo,230.08,64,completa
E00276,Antonio Sánchez,T004,almacen,completo,224.31,59,completa
E00277,Rosa Vargas,T004,piso_reposicion,completo,223.01,35,completa
E00278,Salvador Luna,T004,piso_reposicion,completo,230.93,117,completa
E00279,Fernanda Ruiz,T004,piso_reposicion,completo,247.9,115,completa
E00280,Raúl Ramírez,T004,piso_reposicion,completo,251.33,46,parcial_tarde
E00281,Luis Juárez,T004,piso_reposicion,completo,238.06,97,completa
E00282,José González,T004,cajas,completo,243.12,48,completa
E00283,Sofía Romero,T004,cajas,completo,236.24,96,parcial_tarde
E00284,Laura Ramos,T004,piso_reposicion,completo,236.1,70,completa
E00285,Itzel Vázquez,T004,piso_reposicion,completo,225.74,56,completa
E00286,Francisco Jiménez,T004,almacen,completo,228.2,15,parcial_manana
E00287,Ricardo Martínez,T004,piso_reposicion,completo,243.83,79,completa
E00288,Rubén Jiménez,T004,almacen,completo,203.3,38,completa
E00289,Ángel Luna,T004,piso_reposicion,completo,210.05,26,completa
E00290,Francisco Gutiérrez,T004,cajas,completo,232.74,23,completa
E00291,Andrea Gómez,T004,piso_reposicion,completo,254.73,118,completa
E00292,Alejandra Silva,T004,cajas,completo,258.78,12,parcial_manana
E00293,Gabriela Hernández,T004,cajas,completo,230.32,96,parcial_manana
E00294,Salvador Ramos,T004,cajas,completo,273.42,104,completa
E00295,Itzel Jiménez,T004,cajas,completo,248.2,3,completa
E00296,Rubén Ramos,T004,cajas,completo,248.57,71,completa
E00297,Juan Núñez,T004,cajas,completo,276.13,69,parcial_manana
E00298,Patricia Ortiz,T004,piso_reposicion,completo,212.97,43,completa
E00299,Sergio Contreras,T004,perecederos,completo,245.06,80,parcial_manana
E00300,Juan López,T004,cajas,completo,255.15,49,completa
E00301,Daniela Castro,T004,piso_reposicion,completo,219.77,53,completa
E00302,Laura Romero,T004,cajas,completo,260.77,52,completa
E00303,Salvador Flores,T004,piso_reposicion,completo,220.7,96,completa
E00304,Ana Flores,T004,cajas,completo,225.95,76,completa
E00305,Laura Vargas,T004,perecederos,completo,244.49,45,completa
E00306,Rosa Aguilar,T004,cajas,completo,245.36,112,parcial_manana
E00307,Laura Mendoza,T004,cajas,completo,230.57,97,completa
E00308,Sergio López,T004,piso_reposicion,completo,216.73,112,completa
E00309,Fernando Romero,T004,cajas,completo,271.62,88,completa
E00310,Brenda Silva,T004,perecederos,completo,252.43,47,completa
E00311,Elena García,T004,cajas,completo,241.65,93,parcial_tarde
E00312,Javier Chávez,T004,cajas,completo,223.32,39,completa
E00313,Gabriela Ramos,T004,cajas,completo,241.44,32,completa
E00314,Mónica Rojas,T004,piso_reposicion,completo,223.24,54,completa
E00315,Karla Gómez,T004,almacen,completo,230.52,117,parcial_tarde
E00316,Francisco Ramos,T004,piso_reposicion,completo,220.27,68,completa
E00317,Alejandra Vargas,T004,almacen,completo,244.42,46,parcial_manana
E00318,Ángel López,T004,cajas,completo,275.78,55,completa
E00319,Itzel Juárez,T004,cajas,completo,225.99,35,completa
E00320,Raúl Juárez,T004,almacen,completo,205.37,79,parcial_manana
E00321,Mario Reyes,T005,almacen,completo,213.64,68,completa
E00322,Ana Ramos,T005,cajas,completo,227.85,49,completa
E00323,Mario Castillo,T005,almacen,completo,221.94,52,completa
E00324,Ramón Chávez,T005,piso_reposicion,completo,225.15,58,parcial_manana
E00325,Francisco Contreras,T005,cajas,completo,242.16,89,parcial_manana
E00326,Sofía Contreras,T005,cajas,completo,234.16,104,completa
E00327,Lucía Jiménez,T005,cajas,completo,265.79,63,completa
E00328,Francisco Chávez,T005,perecederos,completo,295.1,77,completa
E00329,Antonio Romero,T005,cajas,completo,249.88,89,completa
E00330,Óscar Ramírez,T005,piso_reposicion,completo,242.15,83,completa
E00331,Arturo Gutiérrez,T005,perecederos,completo,290.7,16,completa
E00332,Brenda Torres,T005,piso_reposicion,completo,259.94,118,completa
E00333,Guadalupe Pérez,T005,cajas,completo,256.81,19,completa
E00334,Ricardo Hernández,T005,cajas,completo,273.39,49,completa
E00335,Silvia Romero,T005,piso_reposicion,completo,255.43,78,completa
E00336,Sergio García,T005,perecederos,completo,285.4,48,completa
E00337,Jorge Aguilar,T005,piso_reposicion,completo,233.05,29,completa
E00338,Ricardo Gutiérrez,T005,almacen,completo,204.06,111,completa
E00339,Alejandro Cruz,T005,almacen,completo,200.79,8,parcial_manana
E00340,Claudia Ruiz,T005,piso_reposicion,completo,233.86,29,completa
E00341,Ricardo Vázquez,T005,cajas,completo,249.66,120,completa
E00342,Mónica Castro,T005,piso_reposicion,completo,230.37,88,parcial_tarde
E00343,Antonio Vargas,T005,cajas,completo,254.09,10,completa
E00344,Raúl Martínez,T005,cajas,completo,253.13,91,completa
E00345,Laura Torres,T005,piso_reposicion,completo,251.83,117,completa
E00346,Mónica Castillo,T005,almacen,completo,205.43,11,parcial_tarde
E00347,Salvador Silva,T005,piso_reposicion,completo,221.26,50,completa
E00348,Carlos Sánchez,T005,almacen,completo,239.65,56,parcial_tarde
E00349,Alejandro González,T005,cajas,completo,270.87,15,completa
E00350,Óscar Luna,T005,piso_reposicion,completo,259.74,24,completa
E00351,Raúl Contreras,T005,cajas,completo,272.37,21,completa
E00352,Gabriela Sánchez,T005,cajas,completo,273.39,22,completa
E00353,Claudia Ortiz,T005,piso_reposicion,completo,225.72,48,completa
E00354,Óscar Aguilar,T005,piso_reposicion,completo,230.08,56,completa
E00355,Raúl Ramírez,T005,perecederos,completo,248.77,28,parcial_manana
E00356,Ana Reyes,T005,piso_reposicion,completo,240.31,35,completa
E00357,Lucía Morales,T005,cajas,completo,276.33,23,completa
E00358,Antonio Aguilar,T005,piso_reposicion,completo,227.23,96,completa
E00359,Juan Díaz,T005,almacen,completo,227.85,25,completa
E00360,Roberto Ortiz,T005,cajas,completo,237.78,109,completa
E00361,Diana Gómez,T005,cajas,completo,230.19,65,completa
E00362,Luis Ruiz,T005,piso_reposicion,completo,219.76,97,completa
E00363,Silvia Sánchez,T005,perecederos,completo,234.06,77,completa
E00364,Patricia Flores,T005,almacen,completo,247.46,32,parcial_tarde
E00365,Alejandro Flores,T005,piso_reposicion,completo,230.14,72,completa
E00366,Antonio Núñez,T005,cajas,completo,270.05,33,completa
E00367,Fernanda Luna,T005,piso_reposicion,completo,244.07,14,completa
E00368,Lucía Jiménez,T005,almacen,completo,209.6,30,completa
E00369,Ramón Sánchez,T005,cajas,completo,230.53,33,parcial_tarde
E00370,Patricia Ruiz,T005,perecederos,completo,286.84,16,parcial_tarde
E00371,Víctor Ramos,T005,perecederos,completo,248.53,2,parcial_manana
E00372,Fernanda Delgado,T005,perecederos,completo,293.93,114,completa
E00373,Verónica Cruz,T005,perecederos,completo,239.8,62,completa
E00374,Claudia Silva,T005,cajas,completo,260.66,48,completa
E00375,José Juárez,T005,piso_reposicion,completo,250.72,112,completa
E00376,Ramón Torres,T005,piso_reposicion,completo,221.76,27,completa
E00377,Rubén Castro,T005,cajas,completo,236.57,48,completa
E00378,Verónica Gómez,T005,cajas,completo,277.87,102,parcial_tarde
E00379,Claudia Reyes,T005,piso_reposicion,completo,223.23,76,completa
E00380,Manuel Rivera,T005,cajas,completo,245.8,48,completa
E00381,Luis Herrera,T005,perecederos,completo,260.28,30,completa
E00382,Raúl Rivera,T005,almacen,completo,212.65,4,completa
E00383,Eduardo Aguilar,T005,almacen,completo,238.79,10,completa
E00384,Salvador Romero,T005,piso_reposicion,completo,248.59,19,completa
E00385,Salvador Ruiz,T005,cajas,completo,242.7,95,parcial_manana
E00386,Manuel Silva,T005,piso_reposicion,completo,251.76,77,completa
E00387,Cecilia García,T005,perecederos,completo,244.92,52,completa
E00388,Javier Silva,T005,piso_reposicion,completo,210.22,94,completa
E00389,Arturo González,T005,piso_reposicion,completo,238.56,19,completa
E00390,Raúl Vázquez,T005,piso_reposicion,completo,259.7,25,completa
E00391,Silvia Reyes,T005,perecederos,completo,232.71,47,completa
E00392,Eduardo Aguilar,T005,piso_reposicion,completo,220.4,111,completa
E00393,Carlos Vargas,T005,piso_reposicion,completo,235.95,74,completa
E00394,Ana Guerrero,T005,perecederos,completo,286.7,102,completa
E00395,Roberto Ortiz,T005,piso_reposicion,completo,214.45,30,completa
E00396,Alejandra Luna,T005,cajas,completo,243.71,102,completa
E00397,Gabriela Díaz,T005,perecederos,completo,282.3,8,completa
E00398,Manuel Torres,T005,almacen,completo,218.58,27,completa
E00399,Alejandra Morales,T005,cajas,completo,231.33,63,completa
E00400,Salvador Vázquez,T005,cajas,completo,231.73,6,parcial_tarde
E00401,Rosa Ramírez,T006,piso_reposicion,completo,221.22,43,completa
E00402,Juan Rivera,T006,piso_reposicion,completo,212.3,22,completa
E00403,Itzel Díaz,T006,piso_reposicion,completo,227.61,14,completa
E00404,Rosa González,T006,perecederos,completo,279.8,42,completa
E00405,Elena Romero,T006,almacen,completo,200.92,107,completa
E00406,Itzel Reyes,T006,perecederos,completo,260.74,83,completa
